study,year,esID,yi,vi,group,time,mT,sdT,nT,mC,sdC,nC,formula,outcome,cont.type,last_treat_2_test_time,treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral,n_outcome,sign_.
Rahimi,2009,282,0.581566296485544,0.0711533027760871,1,1,5.6,3.52,32,8.32,5.65,27,NA,1,1,3,3,1,1,2,2,2,1,99,99,99,1,1,0,2,0,0,0,2,99,99,0,99,0,0,2,0,1,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rummel & Bitchener,2015,283,-0.560688582999167,0.198394131078272,1,0,85.19,9.22,10,90.49,8.94,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,284,-0.586449483769064,0.199097733695114,2,0,83.31,14.24,10,90.49,8.94,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,285,-0.609307803122618,0.190255818157866,3,0,84.77,9.12,11,90.49,8.94,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,286,0.488276427337796,0.196585611611323,1,1,94.47,8.89,10,90.73,5.62,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,287,0.897754423837998,0.21009868627863101,2,1,95.77,5.12,10,90.73,5.62,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,288,0.884648179993307,0.19960460005376,3,1,96.22,6.3,11,90.73,5.62,11,pcorrect,1,0,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,289,0.0401489534302786,0.19094747039627,1,2,91.23,8.21,10,90.91,7.11,11,pcorrect,1,0,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,290,0.0665785399893831,0.191014631432593,2,2,91.52,10.35,10,90.91,7.11,11,pcorrect,1,0,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,0,99,2,0,1,FALSE
Rummel & Bitchener,2015,291,0.184385445955995,0.182590863470008,3,2,92.38,8.19,11,90.91,7.11,11,pcorrect,1,0,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,0,99,2,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seiffedin & El-Sakka,2017,292,0.912180763673872,0.0921456957197386,1,0,21.6,2.96,25,18.84,2.9935,23,nerror,1,0,2,4,99,0,2,2,2,99,99,99,1,1,1,0,2,0,1,0,99,2,0,4,1,0,0,15,0,99,99,0,1,FALSE
Seiffedin & El-Sakka,2017,293,6.4129062185481,0.511867491785117,1,1,36.62,2.19,25,21.24,2.5304,23,nerror,1,0,2,4,99,0,2,2,2,99,99,99,1,1,1,0,2,0,1,0,99,2,0,4,1,0,0,15,0,99,99,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheen a,2007,294,-0.201447021474329,0.068316256183473,1,0,53.1,19.8,31,57.3,21.4,28,TLU,1,0,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0,1,FALSE
Sheen a,2007,295,0.013975505184671,0.0669659133371621,2,0,57.6,21,32,57.3,21.4,28,TLU,1,0,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0,1,FALSE
Sheen a,2007,296,0.103552339725858,0.0680632238495901,1,1,66.3,21.4,31,63.9,24.4,28,TLU,1,0,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0,1,FALSE
Sheen a,2007,297,0.452278426132362,0.0686689171704921,2,1,73.9,19.3,32,63.9,24.4,28,TLU,1,0,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0,1,FALSE
Sheen a,2007,298,0.0463843751062926,0.0679905833681605,1,2,64.9,19.8,31,63.9,22.8,28,TLU,1,0,3,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0,1,FALSE
Sheen a,2007,299,0.715090507884519,0.0712255726681735,2,2,78.8,18.4,32,63.9,22.8,28,TLU,1,0,3,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheen b,2010,300,-0.317822687068817,0.0688283778610557,1,0,44.1,11.9,31,48.3,14.2,28,TLU,1,3,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0,1,FALSE
Sheen b,2010,301,0.0817213524778086,0.0670199388763757,2,0,49.6,16.9,32,48.3,14.2,28,TLU,1,3,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0,1,FALSE
Sheen b,2010,302,0.396170946940426,0.0693024470032933,1,1,58.3,15.3,31,52.1,15.6,28,TLU,1,3,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0,1,FALSE
Sheen b,2010,303,0.821578782131965,0.072589216508031,2,1,65.4,16.3,32,52.1,15.6,28,TLU,1,3,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0,1,FALSE
Sheen b,2010,304,0.406874989567339,0.0693752930874946,1,2,57.5,14.4,31,51.2,16.2,28,TLU,1,3,3,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0,1,FALSE
Sheen b,2010,305,1.14232349688684,0.0778384771437838,2,2,69.4,15.3,32,51.2,16.2,28,TLU,1,3,3,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheen et al,2009,306,0.516611030316713,0.101340843385388,1,0,60.2,13.1,22,53,14.3,19,TLU,1,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,307,0.268921126262842,0.10890610561442,1,0,60.2,13.1,22,56.4,14.8,16,TLU,2,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,308,-0.236330639131981,0.0967747466144637,1,0,55.9,11.9,23,58.9,13.1,19,TLU,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,309,0.100469662250476,0.106107673087933,1,0,55.9,11.9,23,54.7,11.4,16,TLU,4,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,310,0.273383853029885,0.096999586615713,2,0,57,14.4,23,53,14.3,19,TLU,1,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,311,0.0403571732080364,0.10599914165712,2,0,57,14.4,23,56.4,14.8,16,TLU,2,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,312,0.00657754309234967,0.0980866520125618,2,0,59,16.3,22,58.9,13.1,19,TLU,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,313,0.291095384825077,0.109069499705419,2,0,59,16.3,22,54.7,11.4,16,TLU,4,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,314,0.976884408177102,0.109723967657273,1,1,77.5,13.6,22,62.8,16,19,TLU,1,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,315,0.940257570781132,0.119587233604693,1,1,77.5,13.6,22,63.3,16.3,16,TLU,2,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,316,0.285547578977844,0.0970805233866968,1,1,67.4,13.4,23,63.5,13.4,19,TLU,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,317,-0.67503874176919,0.111820277573274,1,1,67.4,13.4,23,75.5,8.8,16,TLU,4,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,318,-0.00505578846694445,0.0961101441145172,2,1,62.7,21.8,23,62.8,16,19,TLU,1,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,319,-0.0297504736265192,0.105989608185988,2,1,62.7,21.8,23,63.3,16.3,16,TLU,2,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,320,0.854673176921328,0.106994249272021,2,1,75.9,14.9,22,63.5,13.4,19,TLU,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,321,0.0307885143192655,0.107967018252097,2,1,75.9,14.9,22,75.5,8.8,16,TLU,4,0,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,322,1.21536776218224,0.116099768272058,1,2,78,13.9,22,60.6,14.2,19,TLU,1,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,323,0.31106844830692,0.109227750448388,1,2,78,13.9,22,73.8,12.2,16,TLU,2,0,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,324,0.0532997769479344,0.0961436596529181,1,2,67.9,11.6,23,67.2,14.3,19,TLU,3,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,325,-0.368731601830704,0.107721376179675,1,2,67.9,11.6,23,71.9,9.01,16,TLU,4,0,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,326,0.387152045651379,0.0978942053699342,2,2,67,17.7,23,60.6,14.2,19,TLU,1,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,327,-0.424158970272109,0.108284809998569,2,2,67,17.7,23,73.8,12.2,16,TLU,2,0,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0,4,FALSE
Sheen et al,2009,328,0.446542576981844,0.100517835048957,2,2,73.4,13,22,67.2,14.3,19,TLU,3,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
Sheen et al,2009,329,0.127618789593449,0.108168842236878,2,2,73.4,13,22,71.9,9.01,16,TLU,4,0,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0,4,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shintani & Ellis,2013,330,0.0525361426811302,0.139470663928039,1,0,0.34,0.37,13,0.32,0.37,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,3,88,1,1,0,1,FALSE
Shintani & Ellis,2013,331,0.129898183681105,0.12943882050737,2,0,0.37,0.38,15,0.32,0.37,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,0,88,1,1,0,1,FALSE
Shintani & Ellis,2013,332,1.21748639219919,0.164979509943597,1,1,0.72,0.34,13,0.28,0.36,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,3,88,1,1,0,1,FALSE
Shintani & Ellis,2013,333,0.114896879083083,0.139650685420025,1,2,0.39,0.36,13,0.35,0.32,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,3,88,1,1,0,1,FALSE
Shintani & Ellis,2013,334,0.703354155542079,0.137145812926639,2,1,0.54,0.36,15,0.28,0.36,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,0,88,1,1,0,1,FALSE
Shintani & Ellis,2013,335,0.401127018136305,0.131761874484068,2,2,0.49,0.36,15,0.35,0.32,16,TLU,1,0,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,0,88,1,1,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sobhani & Tayebipour,2015,336,0.0108256027677643,0.133335286561254,1,0,15.05,2,15,15.03,1.569,15,ncorrect,1,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,0,1,88,1,99,0,1,FALSE
Sobhani & Tayebipour,2015,337,0.0932816961118511,0.133478357913825,2,0,15.18,1.56,15,15.03,1.569,15,ncorrect,1,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,1,1,88,1,99,0,1,FALSE
Sobhani & Tayebipour,2015,338,0.357723742223608,0.135466104595841,1,1,15.93,1.951,15,15.25,1.742,15,ncorrect,1,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,0,1,88,1,99,0,1,FALSE
Sobhani & Tayebipour,2015,339,0.518627959537307,0.13781624934023,2,1,16.21,1.858,15,15.25,1.742,15,ncorrect,1,0,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,1,1,88,1,99,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefanou & Revesz,2015,340,0.618040100451535,0.0710531560706852,1,0,3.4,0.89,30,2.69,1.34,29,ncorrect,1,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,341,-0.567192143843164,0.070542421852645,1,0,0.97,1.07,30,1.72,1.51,29,ncorrect,2,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,342,0.158808891009249,0.068029823003714407,2,0,2.9,1.27,30,2.69,1.34,29,ncorrect,1,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,343,-0.380401127523886,0.0690424056643742,2,0,1.13,1.55,30,1.72,1.51,29,ncorrect,2,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,344,0.112189907219658,0.0679227578462429,1,1,3.5,1,30,3.38,1.11,29,ncorrect,1,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,345,1.15294901828493,0.0790812736384653,1,1,2.93,1.41,30,1.17,1.6,29,ncorrect,2,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,346,0.281166738323401,0.0684860473331706,2,1,3.67,0.92,30,3.38,1.11,29,ncorrect,1,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,347,1.24050945586873,0.0808573098362242,2,1,3.1,1.47,30,1.17,1.6,29,ncorrect,2,3,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,348,0.408755473809317,0.0692320329486762,1,2,3.6,0.89,30,3.14,1.3,29,ncorrect,1,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,349,1.05949553813836,0.0773290647958459,1,2,3.13,1.43,30,1.48,1.64,29,ncorrect,2,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,350,0.678409758294854,0.071716429243427,2,2,3.83,0.59,30,3.14,1.3,29,ncorrect,1,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
Stefanou & Revesz,2015,351,1.28139233821077,0.0817310608050846,2,2,3.33,1.18,30,1.48,1.64,29,ncorrect,2,3,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0,2,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sun,2013,352,-0.267979505139662,0.192618924603731,1,0,0.356987,0.1948038,11,0.30681,0.1613508,10,pcorrect,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,10,2,8,0,0,1,0,1,TRUE
Sun,2013,353,0.242162635149779,0.184666122921121,2,0,0.26616,0.1615753,12,0.30681,0.1613508,10,pcorrect,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,0,0,3,1,0,1,0,1,TRUE
Sun,2013,354,0.587566667561277,0.199128962071687,1,1,0.204421,0.1588429,11,0.287568,0.104496,10,pcorrect,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,10,2,8,0,0,1,0,1,TRUE
Sun,2013,355,0.203523014026816,0.184274733725118,2,1,0.260022,0.1479377,12,0.287568,0.104496,10,pcorrect,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,0,0,3,1,0,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanveer et al,2018,356,0.0534960372390084,0.200071545650006,1,0,10.448,4.53,10,10.683,3.8566,10,nerror,1,0,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,8,88,99,1,0,1,TRUE
Tanveer et al,2018,357,0.134172477626731,0.200450056343812,2,0,10.259,1.8556,10,10.683,3.8566,10,nerror,1,0,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,3,88,99,1,0,1,TRUE
Tanveer et al,2018,358,1.92105098695418,0.292260922361941,1,1,5.398,1.84396,10,13.141,5.13784,10,nerror,1,0,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,8,88,99,1,0,1,TRUE
Tanveer et al,2018,359,1.37468506944014,0.247243976003541,2,1,7.085,3.03298,10,13.141,5.13784,10,nerror,1,0,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,3,88,99,1,0,1,TRUE
Tanveer et al,2018,360,1.58286257113733,0.262636347977687,1,2,6.44,3.4307,10,16.65,8.03396,10,nerror,1,0,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,8,88,99,1,0,1,TRUE
Tanveer et al,2018,361,1.24311411311275,0.238633317455502,2,2,8.596,3.528,10,16.65,8.03396,10,nerror,1,0,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,3,88,99,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Truscott & Hsu,2008,362,-0.0932998741949501,0.0861731910436158,1,0,0.0799,0.0367,21,0.0763,0.0389,26,perror,1,0,2,3,1,1,2,2,2,1,99,1,0,99,0,1,5,0,1,0,1,99,0,0,99,0,0,1,88,1,1,0,1,TRUE
Truscott & Hsu,2008,363,-0.0675906167804333,0.086129187053743,1,1,0.113,0.0472,21,0.1095,0.0537,26,perror,1,0,2,3,1,1,2,2,2,1,99,1,0,99,0,1,5,0,1,0,1,99,0,0,99,0,0,1,88,1,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Beuningen et al a,2008,364,0.625999696562244,0.125061122380153,1,0,1.63,0.76,15,1.21,0.56,19,perror,1,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,365,0.133258514124795,0.143906847725221,1,0,1.63,0.76,15,1.53,0.69,13,perror,2,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,366,0.499418649232683,0.117942213355911,1,0,1.55,0.79,18,1.19,0.6,17,perror,3,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,367,-0.176058499650398,0.127468448785676,1,0,1.55,0.79,18,1.67,0.45,14,perror,4,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,368,-0.10707954473698,0.119466863686109,2,0,1.15,0.53,15,1.21,0.56,19,perror,1,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,369,-0.605679236362998,0.150140588899766,2,0,1.15,0.53,15,1.53,0.69,13,perror,2,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,370,0.0862370627491512,0.11775642398517,2,0,1.24,0.53,17,1.19,0.6,17,perror,3,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,371,-0.84473469605865,0.141761402561711,2,0,1.24,0.53,17,1.67,0.45,14,perror,4,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,372,-0.261881013147963,0.120306799511791,1,1,1.12,0.74,15,1.32,0.75,19,perror,1,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,373,-1.12196924523348,0.166068582647775,1,1,1.12,0.74,15,1.9,0.59,13,perror,2,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
